id, a9, reg, prov, mun, brgy,a1,a2,a3,a4,a5,b1,b3,b6,b7,b8,b9,b10,b11,b12,c1,c2,c4,c6,c7,c8,c9,c10,e1,e3,d1,d2,d12,d13,d14,d15,d7,d8,d9,d10
970,unknown,2,2,unknown,unknown,1,17,1,1,5,11,3,5,1,,2,1,9,9,1,4,6,5,5,3,1,7,4,3,99,99,99,99,99,99,99,99,99,99
971,2,2,2,14,18,2,9,1,1,3,9,2,1,1,,1,0,1,1,2,4,1,2,1,,2,1,4,1,99,,,,,0,,,,
972,unknown,2,2,unknown,unknown,2,11,1,1,3,9,2,1,1,,1,1,9,1,2,2,2,2,1,1,1,1,1,1,0,1,3,9,1,1,1,3,2,3
974,2,2,2,14,18,1,11,1,1,99,1,3,4,7,2,2,0,3,4,1,3,4,2,5,5,2,5,3,2,0,3,99,1,99,0,99,99,2,3
975,unknown,2,2,unknown,unknown,2,13,1,1,4,10,2,99,99,,99,0,3,12,2,3,99,99,99,99,99,99,3,2,0,99,1,12,5,1,7,2,99,99
976,unknown,2,2,unknown,unknown,2,12,1,1,4,8,2,2,2,,1,1,6,4,2,3,2,2,2,2,,1,1,2,1,3,1,12,1,,5,1,2,3
977,2,2,2,14,18,1,12,0,1,4,11,2,3,1,,2,0,12,1,2,2,2,1,1,,1,1,2,1,0,,,,,0,,,,
978,unknown,2,2,unknown,unknown,2,15,1,1,5,10,2,5,2,,1,1,4,5,2,2,2,2,2,2,2,2,3,2,1,2,1,10,1,99,6,1,2,2
979,unknown,2,2,unknown,unknown,2,17,1,1,5,12,3,5,6,2,1,1,4,3,2,2,2,2,2,2,,2,3,2,0,2,1,12,2,,2,2,2,1
980,unknown,2,2,unknown,unknown,1,16,99,1,5,14,2,2,2,,2,1,2,2,99,1,2,2,99,8,7,8,5,99,99,99,99,99,99,99,99,99,99,3
981,2,14,21,115,181,2,10,1,1,3,10,2,1,2,,1,1,1,2,2,1,2,2,1,1,,1,3,1,0,3,4,10,1,,2,99,2,3
982,2,14,21,115,181,1,9,1,1,3,9,2,1,1,,1,0,1,4,2,99,1,1,1,,,1,1,1,0,,,,,,,,,
983,2,14,21,115,181,2,10,0,1,3,7,2,1,2,,1,0,7,1,2,3,1,99,99,99,99,99,1,99,0,99,99,7,1,0,3,99,2,2
984,2,14,21,115,181,2,12,1,1,4,9,2,99,99,,99,1,5,4,3,3,2,2,99,99,99,99,3,2,0,4,99,99,99,0,4,99,99,1
985,2,14,21,115,181,2,14,1,1,4,13,2,2,2,,2,1,12,9,2,2,2,2,2,2,4,1,2,2,1,3,1,13,1,0,16,4,2,3
986,unknown,14,21,unknown,unknown,1,12,1,1,3,1,1,1,1,,1,0,99,99,99,3,1,1,1,,,1,1,,99,,,,,,,,,
987,2,14,21,115,181,1,13,1,1,4,11,2,1,2,,1,1,2,2,2,2,2,1,1,,,2,99,,99,,,,,,,,,
988,2,14,21,115,181,2,15,0,1,4,12,2,2,5,2,2,1,4,6,2,2,2,4,5,4,,2,4,2,1,4,1,12,1,,6,2,2,2
989,2,14,21,115,181,2,17,1,1,5,11,2,1,6,2,1,0,3,9,2,2,2,1,1,1,,1,2,1,0,1,4,11,2,,7,1,2,3
990,2,14,21,115,181,1,16,1,1,4,14,3,8,1,,1,0,3,99,3,99,2,1,1,,1,2,99,3,99,,,,,0,,,,
993,2,14,21,115,182,1,11,1,1,3,11,2,1,1,,1,1,3,3,1,3,1,1,1,,1,1,99,,99,,,,,1,,,,
995,2,14,21,115,182,2,12,1,1,4,10,4,1,99,,1,1,12,10,1,2,6,5,5,5,1,5,3,99,1,2,3,10,1,1,6,3,2,2
996,unknown,14,21,unknown,unknown,1,12,1,1,4,9,4,2,2,,1,1,5,5,1,3,6,1,1,1,2,5,3,2,0,1,3,11,2,1,5,2,2,2
997,2,14,21,115,182,1,14,1,1,99,13,2,99,99,,99,0,1,99,3,4,2,99,99,99,99,99,2,1,0,3,3,13,1,1,1,99,2,2
999,2,14,21,115,182,2,17,0,1,5,10,3,5,7,2,1,0,11,11,1,4,2,7,4,2,7,1,3,2,1,2,5,10,0,0,16,3,3,6
1000,unknown,14,21,unknown,unknown,1,16,1,1,5,8,2,7,1,,2,1,2,3,1,2,4,2,3,,2,2,3,1,1,,,,,0,,,,
1002,2,14,21,115,183,1,10,1,0,3,99,1,1,1,,1,0,12,99,5,3,1,1,1,,,1,1,,99,,,,,,,,,
1003,2,14,21,115,183,1,12,1,1,3,11,99,99,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1004,2,14,21,115,183,2,13,1,1,4,13,3,4,1,,1,0,2,4,2,2,3,2,1,,,1,2,1,0,,,,,,,,,
1005,2,14,21,115,183,2,12,1,1,4,12,1,1,1,,1,1,3,11,1,3,1,1,1,1,,2,3,,0,2,2,12,1,,6,2,1,3
1006,2,14,21,115,183,1,13,1,1,4,9,2,2,1,,1,1,1,1,2,1,1,1,1,,,1,1,,0,,,,,,,,,
1007,unknown,14,21,unknown,unknown,1,14,1,1,3,5,2,1,1,,1,1,12,5,2,2,3,1,1,,1,1,99,,99,,,,,0,,,,
1008,2,14,21,115,183,2,16,0,1,5,13,2,1,2,,1,0,12,4,2,2,2,1,2,1,,8,2,1,0,1,3,13,1,,2,2,2,2
1009,2,14,21,115,183,2,16,0,1,5,10,3,2,3,1,99,1,3,3,2,2,2,5,4,5,,4,99,99,0,2,3,10,1,,7,1,2,2
1010,2,14,21,115,183,1,16,0,1,4,15,1,1,1,,1,0,2,2,1,3,3,99,99,99,,99,99,99,99,99,3,16,1,,16,1,2,1
1011,2,14,21,115,184,2,9,1,1,3,7,3,4,99,,99,0,1,5,2,4,3,1,3,3,4,99,2,2,0,4,99,8,99,1,99,99,99,99
1012,unknown,14,21,unknown,unknown,2,10,1,1,3,9,2,1,7,1,1,0,3,5,2,2,1,1,6,5,1,1,1,1,99,1,99,9,0,1,16,4,1,7
1013,2,14,21,115,184,1,10,0,1,3,8,2,4,4,1,2,0,3,3,2,2,2,3,3,,5,3,2,99,0,,,,,1,,,,
1014,2,14,21,115,184,2,13,1,1,4,12,2,8,8,,2,1,1,12,2,1,5,1,1,1,1,1,4,3,0,4,1,13,2,1,99,1,2,2
1015,2,14,21,115,184,1,10,1,1,3,9,3,2,4,2,1,1,3,3,2,3,2,2,2,,1,2,3,1,0,,,,,1,,,,
1016,unknown,14,21,unknown,unknown,1,14,1,0,4,9,2,1,1,,1,0,4,5,2,99,99,1,1,,,1,2,,0,,,,,,,,,
1018,2,14,21,115,184,1,11,99,99,4,7,4,99,99,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1019,2,14,21,115,184,1,15,0,1,4,6,3,2,2,2,1,1,8,8,2,2,3,1,2,2,2,2,2,2,0,3,5,6,1,0,4,2,2,3
1020,2,14,21,115,184,1,17,0,1,5,13,2,2,1,,2,1,2,3,2,2,3,4,4,4,,2,3,2,0,1,1,14,1,,2,3,2,3
1022,2,14,21,116,185,2,11,0,1,3,7,1,2,1,,1,1,2,3,3,2,3,2,2,2,,1,3,,0,3,2,7,1,,99,99,2,3
1023,2,14,21,116,185,1,10,1,1,3,9,2,1,1,,1,0,1,1,2,3,2,1,1,,1,1,1,1,0,,,,,0,,,,
1024,unknown,14,21,unknown,unknown,1,9,1,1,3,10,2,1,2,,1,1,4,4,1,99,2,1,1,1,1,1,3,1,0,1,5,9,1,0,99,2,2,2
1025,unknown,14,21,unknown,unknown,2,15,1,1,4,1,2,1,4,2,1,0,1,4,3,3,2,4,5,1,1,3,2,1,0,1,1,99,1,99,3,2,2,3
1026,2,14,21,116,185,1,12,1,1,3,11,2,2,1,,1,0,1,2,1,99,1,1,1,,,1,1,1,99,,,,,,,,,
1027,2,14,21,116,185,1,13,1,1,4,1,1,1,1,,1,0,12,99,2,99,99,1,1,1,1,1,1,1,99,3,3,1,99,99,99,2,1,4
1028,unknown,14,21,unknown,unknown,2,15,1,1,4,14,3,4,1,,3,1,8,8,2,2,2,1,99,99,1,4,2,99,0,2,99,99,99,99,99,1,2,1
1029,2,14,21,116,185,2,17,1,1,5,15,2,4,4,1,1,1,3,1,2,3,5,1,1,1,1,4,3,1,0,1,1,99,2,0,2,1,2,2
1030,unknown,14,21,unknown,unknown,1,16,1,1,5,1,2,2,2,,1,0,99,1,3,2,99,1,99,99,,99,99,,99,99,99,99,99,,99,99,99,99
1031,2,14,21,117,186,2,11,1,1,3,8,2,1,2,,1,1,5,8,2,3,2,2,6,1,1,2,3,1,0,1,3,8,2,99,3,99,2,3
1032,2,14,21,117,186,1,10,1,1,3,1,1,99,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1033,unknown,14,21,unknown,unknown,2,14,0,1,4,12,2,1,1,,1,0,1,12,2,4,99,2,2,2,2,1,3,99,0,2,3,12,1,99,99,2,99,3
1034,unknown,14,21,unknown,unknown,1,11,1,1,3,10,1,1,4,1,1,1,1,1,1,4,1,7,4,,1,1,1,1,0,,,,,0,,,,
1035,2,14,21,117,186,2,14,1,1,4,12,3,4,1,,2,0,2,7,2,3,2,2,2,2,,3,2,2,1,2,1,12,1,,4,1,2,2
1036,2,14,21,117,186,1,14,1,1,4,14,3,2,4,2,1,1,3,3,1,3,2,1,2,,1,1,3,2,0,,,,,0,,,,
1037,unknown,14,21,unknown,unknown,2,17,1,1,5,14,2,1,6,2,2,1,1,5,3,5,2,3,1,1,1,2,3,2,0,1,3,14,5,0,8,1,2,2
1038,2,14,21,117,186,2,17,1,1,4,16,2,2,2,,2,1,3,2,1,2,2,2,2,1,1,1,3,1,0,1,1,16,5,99,99,1,2,3
1039,2,14,21,117,186,2,16,0,1,5,15,3,6,5,2,2,1,12,12,3,3,5,2,2,6,,2,3,1,0,3,1,15,5,,16,1,2,1
1040,2,14,21,117,186,1,16,1,0,5,14,2,2,2,,2,1,1,1,1,3,2,1,5,4,5,5,2,3,0,3,1,16,2,0,5,3,2,1
1041,2,14,21,118,187,2,11,1,1,3,11,1,1,1,,1,0,1,3,1,1,3,2,2,2,2,2,3,1,0,1,2,11,3,1,10,1,1,1
1042,unknown,14,21,unknown,unknown,2,12,1,1,4,12,2,5,4,2,2,0,2,5,3,2,4,3,2,2,2,2,3,2,1,1,3,12,5,1,3,2,2,2
1043,unknown,14,21,unknown,unknown,2,14,0,1,3,9,4,5,2,,2,1,11,11,1,3,5,6,5,2,5,6,4,2,1,4,1,9,2,0,9,1,2,2
1044,2,14,21,118,187,2,14,1,1,4,13,2,2,4,2,2,1,2,12,2,3,2,1,1,,,1,3,1,0,,,,,,,,,
1045,unknown,14,21,unknown,unknown,2,15,99,1,4,14,3,1,1,,1,0,2,99,2,3,99,1,1,1,,1,2,1,0,3,4,14,99,,6,1,2,3
1046,unknown,14,21,unknown,unknown,2,15,1,1,4,1,2,2,1,,1,1,2,2,1,2,2,2,1,2,1,2,3,2,1,1,1,1,4,99,5,1,2,3
1047,unknown,14,21,unknown,unknown,2,16,1,1,5,14,2,2,5,2,1,1,3,6,2,3,3,3,5,6,,5,3,2,0,3,1,14,5,,5,1,2,4
1048,unknown,14,21,unknown,unknown,2,17,99,1,5,15,2,4,3,99,99,1,3,3,2,2,1,99,2,99,99,99,3,99,0,4,4,15,5,0,16,1,2,1
1049,2,14,21,118,187,1,16,0,1,4,14,2,2,2,,99,1,1,1,2,2,2,2,2,2,,99,4,99,0,2,1,14,1,,99,1,2,2
1051,2,14,21,119,188,2,9,1,1,3,1,99,99,99,,99,99,99,99,99,99,99,6,1,,,1,1,3,0,,,,,,,,,
1052,2,14,21,119,188,2,11,1,1,4,8,2,2,1,,2,1,2,3,2,2,4,4,5,4,,4,3,1,0,1,3,8,4,,5,2,2,3
1053,unknown,14,21,unknown,unknown,1,11,1,1,3,99,99,99,99,,99,99,99,99,99,99,99,1,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99
1054,2,14,21,119,188,2,13,1,1,4,12,2,1,2,,1,1,1,2,2,3,3,3,2,2,3,2,2,1,1,2,3,12,1,1,1,2,2,1
1055,2,14,21,119,188,2,13,1,1,4,99,1,99,99,,1,0,1,99,2,99,99,4,2,2,2,2,99,1,0,99,3,99,1,99,99,2,99,3
1056,2,14,21,119,188,1,12,0,1,3,9,2,2,6,2,2,0,12,4,2,2,2,2,2,1,2,2,3,1,0,3,1,10,1,0,3,2,2,3
1057,2,14,21,119,188,1,12,1,1,4,1,2,4,2,,1,1,1,9,1,3,2,2,2,3,2,2,4,1,0,3,1,1,2,99,99,99,2,1
1059,unknown,14,21,unknown,unknown,2,16,1,1,3,7,2,4,6,2,1,1,3,4,2,2,2,2,4,4,2,2,3,2,0,3,1,99,5,99,3,1,2,2
1061,unknown,14,21,unknown,unknown,2,15,1,1,5,12,2,1,1,,1,1,1,6,1,3,1,1,1,1,,2,99,99,99,99,99,99,99,,99,99,99,99
1062,2,14,21,120,189,1,11,0,1,3,9,3,1,5,1,1,1,1,1,2,2,2,1,2,,2,1,3,1,0,,,,,99,,,,
1063,2,14,21,120,189,2,13,0,1,7,10,1,1,1,,1,0,1,1,2,3,1,2,1,,,8,2,2,0,,,,,,,,,
1064,unknown,14,21,unknown,unknown,2,13,1,1,4,12,1,1,1,,3,0,1,1,3,2,2,3,4,,,1,1,,99,,,,,,,,,
1065,1,14,21,120,189,2,14,1,1,4,10,2,6,2,,1,1,5,8,1,3,4,2,2,2,99,7,4,1,0,1,1,13,1,99,4,3,2,3
1066,unknown,14,21,unknown,unknown,2,14,1,1,4,10,3,4,2,,2,0,1,12,1,2,2,1,1,1,1,2,1,1,0,3,1,10,0,99,99,1,2,2
1067,2,14,21,120,189,1,12,0,1,3,9,2,1,1,,99,1,2,4,1,3,5,2,1,1,1,3,1,,0,3,5,12,1,1,2,1,2,3
1068,2,14,21,120,189,1,13,1,1,4,11,3,4,1,,1,0,3,1,1,3,4,99,99,,1,1,2,,0,,,,,0,,,,
1069,unknown,14,21,unknown,unknown,2,16,1,1,4,13,3,1,1,,1,1,1,8,3,2,2,2,2,2,,2,3,2,1,2,2,13,1,,13,2,1,4
1070,unknown,14,21,unknown,unknown,1,15,1,1,5,14,3,2,2,,1,1,1,3,2,2,2,2,2,2,1,2,3,1,1,2,3,14,5,0,7,1,2,1
1071,2,14,22,123,192,2,12,1,1,4,11,2,1,4,1,1,0,2,1,2,1,3,4,4,4,,1,3,1,0,1,3,11,2,,2,2,1,4
1072,unknown,14,22,unknown,unknown,1,10,1,1,3,7,1,4,1,,1,0,2,4,1,4,3,2,2,2,,1,4,1,0,99,4,7,1,,1,2,2,1
1073,unknown,14,22,unknown,unknown,1,9,1,1,3,7,2,1,99,,99,0,1,3,2,3,3,3,5,4,3,1,1,99,0,1,1,8,1,0,2,99,1,3
1074,unknown,14,22,unknown,unknown,1,11,1,1,3,10,2,1,1,,99,0,1,3,1,2,3,99,99,99,4,4,1,1,0,1,99,99,99,1,99,99,99,99
1075,1,14,22,123,192,2,13,1,1,4,11,1,2,1,,99,99,99,99,99,2,1,4,3,99,99,1,5,99,99,99,99,99,99,99,99,99,99,99
1076,2,14,22,123,192,2,13,1,1,4,10,2,4,1,,1,1,3,4,2,2,3,4,4,4,1,4,2,1,0,2,2,11,1,1,2,2,2,3
1077,1,14,22,123,192,99,14,1,1,4,12,2,4,1,,1,1,2,2,2,2,3,1,4,,1,4,2,1,0,,,,,0,,,,
1078,2,14,22,123,192,2,16,1,1,5,12,2,4,5,1,1,1,2,7,1,4,5,6,5,2,1,7,4,2,0,1,2,14,2,0,12,2,2,3
1079,unknown,14,22,unknown,unknown,1,16,1,1,4,10,4,1,1,,2,1,3,7,1,2,2,2,4,4,1,3,1,1,0,2,2,13,2,0,7,3,2,3
1080,2,14,22,123,192,1,14,1,1,4,14,2,2,1,,1,1,1,99,2,1,2,1,2,1,99,1,4,99,0,1,3,14,1,0,2,1,2,3
1082,2,14,22,121,190,2,10,1,1,3,9,3,3,4,2,1,0,4,3,2,99,2,3,4,,4,4,3,1,0,,,,,99,,,,
1083,2,14,22,121,190,1,13,1,1,4,10,3,6,2,,2,0,4,9,2,2,2,5,3,3,2,1,3,1,0,3,1,10,2,1,4,2,2,3
1084,2,14,22,121,190,2,17,1,0,5,11,4,7,2,,1,1,3,12,2,2,4,5,1,1,1,2,3,2,0,5,1,12,5,1,13,1,2,3
1085,1,14,22,121,190,2,13,1,1,3,11,4,4,99,,1,1,2,3,2,3,4,2,2,1,,4,4,1,0,3,1,12,1,,3,2,2,3
1087,2,14,22,121,190,1,12,1,1,3,8,2,4,1,,1,0,5,4,2,2,99,1,1,,1,2,1,1,0,,,,,0,,,,
1088,2,14,22,121,190,2,14,1,1,4,9,4,2,2,,1,1,1,6,2,2,2,2,2,2,,2,4,2,0,1,2,9,2,,10,1,2,7
1089,1,14,22,121,190,2,17,1,0,5,11,4,5,5,2,1,1,7,8,2,2,6,7,4,5,1,7,1,1,1,1,3,11,2,0,16,3,2,3
1090,unknown,14,22,unknown,unknown,1,17,1,1,5,12,4,7,1,,1,1,9,10,2,4,4,2,4,1,1,2,4,2,0,2,2,12,1,0,5,2,2,4
1093,unknown,14,22,unknown,unknown,1,10,0,1,3,9,2,1,1,,1,1,1,1,3,2,1,4,1,,,1,1,,0,,,,,,,,,
1102,2,14,22,124,193,1,11,1,1,3,99,1,1,1,,1,0,1,1,99,3,1,1,1,,1,1,1,1,0,,,,,1,,,,
1104,2,14,22,124,193,2,14,1,1,4,13,2,2,1,,1,1,3,1,2,4,2,1,1,1,1,3,4,2,0,1,2,13,1,1,3,1,2,3
1105,2,14,22,124,193,2,11,1,1,4,10,2,4,1,,1,1,3,2,2,2,1,4,5,1,,3,1,1,0,1,3,10,1,,4,2,2,3
1106,2,14,22,124,193,1,14,1,1,4,13,1,3,1,,1,0,3,99,3,2,2,4,2,1,,2,2,1,0,1,99,13,99,,99,99,1,99
1107,2,14,22,124,193,1,14,1,1,4,12,2,1,1,,1,1,4,5,2,2,3,5,5,1,,1,3,2,0,1,3,12,1,,3,1,1,3
1108,2,14,22,124,193,2,17,1,1,4,14,2,1,1,,1,0,1,7,2,2,3,5,4,2,,2,3,1,1,3,1,15,1,,7,2,2,2
1109,1,14,22,124,193,1,17,1,0,4,15,2,2,1,,1,1,2,4,2,3,5,2,6,1,1,6,4,1,0,1,1,15,1,0,2,2,1,3
1111,2,14,22,124,194,2,10,1,1,3,10,1,1,1,,1,0,99,1,99,2,1,2,1,,,3,1,,99,,,,,,,,,
1112,1,14,22,124,194,1,10,1,1,3,10,1,1,1,,1,0,1,99,5,1,1,1,1,,,1,1,,99,,,,,,,,,
1113,1,14,22,124,194,1,11,1,1,4,7,2,1,6,1,1,1,2,3,1,2,6,4,4,6,,2,4,3,0,1,1,8,1,,99,1,2,3
1114,1,14,22,115,183,2,11,1,1,3,1,99,99,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1115,2,14,22,124,194,2,14,1,1,4,10,2,2,2,,1,1,1,1,2,2,3,4,2,1,8,5,3,3,0,1,2,12,2,0,3,2,1,2
1117,2,14,22,124,194,2,14,1,1,3,14,1,1,2,,1,0,3,12,2,1,1,6,1,,,1,1,1,99,,,,,,,,,
1118,2,14,22,124,193,2,17,1,1,5,12,2,4,99,,1,1,4,1,2,2,2,5,5,4,,4,4,2,0,1,1,12,1,,15,1,2,3
1119,unknown,14,22,unknown,unknown,2,17,0,1,5,13,2,2,2,,1,1,2,5,2,2,4,4,2,1,,3,3,2,0,2,2,15,2,,6,4,2,2
1120,unknown,14,22,unknown,unknown,1,16,1,1,5,16,3,5,5,2,2,0,2,4,2,3,3,1,1,1,,4,3,2,0,1,1,14,2,,3,2,1,2
1121,2,14,22,125,195,2,11,1,1,3,6,3,1,2,,1,0,1,1,2,3,3,4,4,4,,1,1,1,0,1,2,9,1,,16,2,2,3
1122,2,14,22,125,195,2,10,1,1,3,10,1,1,1,,1,0,99,99,99,1,1,4,4,,,1,1,,99,,,,,,,,,
1123,2,14,22,125,195,1,11,0,1,4,10,2,1,2,,1,1,2,1,1,3,2,1,2,2,,2,3,1,0,1,1,10,2,,16,3,1,3
1124,2,14,22,125,195,2,12,1,1,4,12,2,1,1,,1,0,1,2,2,2,2,2,2,2,1,1,1,1,0,1,99,12,1,1,16,4,1,7
1125,2,14,22,125,195,2,15,1,1,4,15,2,2,1,,2,0,3,2,1,2,2,1,2,1,1,2,3,,0,1,4,15,1,1,2,2,2,4
1126,2,14,22,125,195,1,12,1,1,3,10,3,1,1,,1,1,4,3,2,3,1,1,2,,,1,1,,0,,,,,,,,,
1127,2,14,22,125,195,1,12,0,0,4,12,2,1,1,,1,0,1,3,2,2,2,3,4,,,1,2,1,0,,,,,,,,,
1128,unknown,14,22,unknown,unknown,2,13,1,1,4,10,2,2,4,2,2,1,3,12,2,4,5,4,7,99,99,4,3,2,0,2,99,10,1,1,1,2,99,4
1132,1,14,22,122,191,1,14,1,1,4,13,2,4,3,2,1,0,12,12,2,5,2,4,4,1,1,1,5,1,0,1,2,13,2,99,3,2,3,3
1133,unknown,14,22,unknown,unknown,1,11,1,1,3,10,1,1,6,2,2,0,99,2,2,2,2,6,6,6,1,1,2,2,0,99,3,10,1,0,1,2,1,1
1134,2,14,22,122,191,2,13,1,1,4,12,3,2,2,,1,1,1,4,2,2,2,2,2,2,,3,3,1,0,1,1,12,2,,4,2,2,3
1135,2,14,22,122,191,2,13,0,1,4,8,2,4,5,1,1,0,2,2,1,2,2,2,2,2,1,5,3,2,0,3,4,8,1,0,6,3,2,4
1136,2,14,22,122,191,1,12,1,1,4,11,2,4,1,,1,0,2,1,1,2,3,1,3,,,4,4,,0,,,,,,,,,
1137,1,14,22,122,191,2,17,1,1,5,12,2,6,8,,2,1,2,2,2,2,5,6,6,3,,6,2,2,0,2,5,12,5,,1,1,2,3
1138,1,14,22,122,191,2,15,1,0,4,14,2,3,3,2,1,0,3,3,2,3,5,6,4,,,4,3,1,0,,,,,,,,,
1139,1,14,22,122,191,1,16,1,1,4,11,2,99,99,,1,0,1,2,2,99,1,99,99,99,99,99,1,2,0,99,2,11,2,0,99,1,1,99
1140,2,14,22,122,191,1,16,1,1,4,15,2,2,1,,1,1,2,3,2,3,3,3,5,1,,2,1,1,0,1,1,15,1,,6,3,2,3
1141,1,14,22,126,196,2,10,99,1,3,7,2,6,6,3,1,0,2,2,2,2,99,8,8,8,,3,2,3,0,5,2,10,5,,16,4,2,1
1142,2,14,22,126,196,2,10,1,1,3,9,1,1,2,,1,1,3,1,1,3,1,2,1,,1,99,99,99,99,,,,,1,,,,
1143,2,14,22,126,196,1,10,1,1,3,9,2,2,2,,1,1,12,12,2,3,3,1,1,8,,99,1,1,0,99,3,9,1,,16,2,2,99
1145,2,14,22,126,196,1,13,1,1,4,9,2,4,2,,1,1,4,7,2,1,3,6,1,1,1,4,4,1,0,1,2,10,5,1,3,1,2,2
1146,2,14,22,126,196,1,13,1,1,4,7,4,1,2,,1,1,1,11,2,2,1,1,1,1,,1,1,1,0,1,3,12,1,,4,1,1,1
1147,2,14,22,126,196,1,12,1,1,4,7,2,4,2,,1,1,4,5,1,2,3,3,2,2,2,1,2,1,0,2,2,10,2,1,3,1,1,3
1149,2,14,22,126,196,2,17,1,1,5,11,3,4,2,,2,0,1,12,3,2,4,6,5,1,1,3,3,2,0,2,1,11,5,99,8,3,2,1
1150,2,14,22,126,196,1,15,1,0,4,12,3,5,5,2,2,0,6,6,2,2,2,4,4,4,4,2,3,2,0,3,1,13,3,0,5,1,3,2
1151,2,14,22,128,198,2,11,0,1,3,10,2,1,4,2,1,1,1,3,2,1,2,4,4,4,2,2,4,1,0,1,2,10,3,1,4,2,2,2
1152,2,14,22,128,198,2,11,1,1,3,9,2,2,2,,1,1,1,1,2,2,2,1,1,,,1,2,1,0,,,,,,,,,
1155,2,14,22,128,198,2,12,0,0,3,12,1,1,99,,99,99,99,99,3,99,99,1,1,,,1,99,99,0,,,,,,,,,
1156,1,14,22,128,198,2,14,1,1,5,12,2,6,5,2,1,1,12,12,2,2,5,3,5,7,1,4,4,1,0,2,1,12,2,0,16,4,2,5
1157,2,14,22,128,198,1,15,1,1,3,13,2,4,4,2,2,0,8,9,2,3,1,5,5,4,3,4,3,2,0,1,2,13,4,0,4,2,2,2
1158,2,14,22,128,198,1,15,1,1,4,10,2,1,2,,1,1,2,5,1,3,3,4,2,1,1,4,3,1,0,1,1,11,2,0,4,2,2,3
1160,2,14,22,128,198,1,15,0,99,3,12,2,2,4,1,1,0,2,1,3,5,2,1,1,,,1,3,3,0,,,,,,,,,
1161,2,3,4,20,28,1,11,1,1,3,10,2,1,1,,1,1,1,4,1,3,2,2,2,2,1,2,2,1,0,1,2,10,1,1,2,4,2,2
1163,2,3,4,20,28,1,12,1,1,3,9,2,1,1,,1,1,1,1,2,4,2,2,1,1,,1,4,1,0,1,1,11,1,,2,99,2,3
1164,2,3,4,20,28,1,12,1,1,4,4,3,2,5,1,1,0,1,6,3,3,2,1,1,1,1,2,1,2,1,1,1,6,1,0,7,2,2,2
1165,unknown,3,4,unknown,unknown,1,14,1,0,4,11,4,6,7,2,1,1,6,11,1,3,5,1,1,1,1,1,3,1,0,1,2,11,5,1,15,1,2,2
1166,2,3,4,20,28,2,12,1,1,4,11,2,1,1,,1,1,1,4,2,2,3,1,1,1,1,2,3,1,0,2,2,11,3,1,3,1,2,3
1167,unknown,3,4,unknown,unknown,2,17,1,1,4,11,4,5,2,,2,1,3,3,1,3,5,1,1,1,2,1,4,2,1,1,2,10,1,0,6,1,2,2
1168,2,3,4,20,28,1,16,1,1,4,15,3,2,5,2,1,0,1,4,2,3,2,5,5,,,1,1,1,0,,,,,,,,,
1169,2,3,4,20,28,2,16,1,1,5,15,4,5,2,,2,1,5,3,1,3,4,1,2,1,1,2,3,2,0,2,4,14,5,0,7,1,2,3
1171,2,3,4,21,29,2,10,1,1,3,8,2,1,1,,1,1,3,2,1,2,1,1,2,1,2,4,3,1,1,1,4,8,5,99,6,2,2,2
1172,2,3,4,21,29,2,9,1,1,3,9,3,1,2,,1,1,3,12,2,2,4,2,2,1,2,1,2,1,0,1,2,10,5,1,2,1,1,3
1174,unknown,3,4,unknown,unknown,1,11,1,1,3,8,2,6,3,1,2,1,1,2,2,4,5,4,4,4,1,1,3,1,0,1,2,8,5,1,4,1,2,3
1175,2,3,4,127,197,2,12,1,1,3,99,99,99,99,,99,99,99,99,99,99,99,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1176,2,3,4,21,29,1,9,1,1,4,8,3,6,6,1,1,1,3,3,2,2,2,2,2,1,1,1,3,1,0,1,5,8,2,0,3,1,2,2
1177,2,3,4,21,29,2,12,0,1,3,11,3,1,1,,1,1,1,3,2,3,1,1,3,1,1,1,3,1,0,1,1,11,3,0,2,1,2,3
1179,2,3,4,21,29,1,15,1,1,4,12,3,2,1,,1,1,2,2,1,3,2,2,1,2,1,1,3,2,0,3,1,12,1,1,4,1,2,3
1180,2,3,4,127,197,1,15,1,1,4,15,2,2,2,,1,0,2,3,2,2,3,4,1,,,1,2,1,0,,,,,,,,,
1183,2,3,4,21,30,2,12,0,1,4,12,3,2,2,,1,1,2,3,1,1,5,2,1,2,,1,4,1,0,3,2,12,3,,9,1,2,2
1185,2,3,4,21,30,2,15,0,1,4,11,3,7,2,,2,1,2,5,1,2,2,2,2,2,,4,3,2,0,3,1,11,1,,4,2,2,3
1186,2,3,4,21,30,2,15,1,1,4,13,2,4,1,,2,1,2,10,2,3,5,1,2,1,,1,1,1,0,1,1,13,5,,7,1,2,2
